Hamburg,Frankfurt,483
Hamburg,Stuttgart,155
Hamburg,Berlin,3396
Frankfurt,Hamburg,483
Frankfurt,Stuttgart,567
Frankfurt,Berlin,732
Stuttgart,Hamburg,155
Stuttgart,Frankfurt,567
Stuttgart,Berlin,236
Berlin,Hamburg,3396
Berlin,Frankfurt,732
Berlin,Stuttgart,236
